Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
22,male,phd,married,11,developer,it,72543,on-site,3,12,31,0,14,0.79,good,200,13,10,9.1,0
24,female,high school,married,3,manager,hr,104964,on-site,3,5,52,0,48,0.73,good,277,7,26,2.3,1
34,male,master's,married,13,analyst,it,145500,on-site,4,38,75,0,3,0.36,average,285,4,48,9.7,0
49,female,bachelor's,married,5,developer,it,107860,on-site,1,28,30,0,42,0.34,average,156,6,5,6.0,0
46,male,bachelor's,married,8,developer,it,104133,remote,2,1,43,0,34,0.9,average,283,1,42,4.2,0
54,male,master's,single,8,developer,it,65891,on-site,2,48,78,0,22,0.18,poor,201,13,26,8.1,0
59,female,bachelor's,married,11,developer,it,76849,remote,5,3,75,0,30,0.04,average,155,9,10,6.1,0
27,female,master's,single,7,developer,sales,121149,on-site,2,19,98,0,40,0.64,average,171,18,49,6.5,0
53,female,bachelor's,single,14,manager,it,55105,on-site,1,48,64,0,10,0.34,excellent,241,9,14,1.9,1
42,female,master's,single,0,analyst,hr,119201,on-site,1,7,24,0,26,0.73,average,292,7,25,1.3,0
37,male,bachelor's,married,11,developer,hr,137697,remote,4,1,9,0,41,1.0,poor,160,7,23,1.5,1
42,female,high school,married,9,sales,sales,141374,on-site,5,3,32,0,37,0.22,poor,170,13,25,1.7,0
32,male,bachelor's,married,9,developer,it,135252,remote,2,40,56,0,4,0.32,average,235,4,43,4.6,0
58,male,high school,divorced,1,analyst,it,75441,on-site,1,38,41,0,20,0.6,poor,161,14,2,1.5,0
57,female,bachelor's,single,2,manager,sales,136614,on-site,1,17,51,0,12,0.66,average,290,11,44,8.7,0
56,female,high school,married,10,analyst,sales,48282,hybrid,3,45,62,0,11,0.99,good,173,10,46,8.4,0
40,female,high school,married,4,analyst,sales,140419,hybrid,1,32,14,1,17,0.5,average,152,12,27,9.6,1
41,female,bachelor's,divorced,4,developer,it,51833,remote,5,9,7,0,24,0.22,average,271,11,20,3.7,0
39,female,bachelor's,single,12,analyst,it,90996,remote,2,38,37,0,48,0.88,average,273,18,25,3.8,0
35,male,bachelor's,divorced,9,analyst,it,105807,remote,3,17,27,0,8,0.71,good,269,9,31,6.0,0
36,male,bachelor's,single,7,manager,it,100379,on-site,1,18,71,0,20,0.62,excellent,226,2,26,7.6,0
52,female,bachelor's,married,1,manager,it,143392,on-site,5,30,87,1,13,0.86,average,263,19,19,5.0,0
22,male,bachelor's,married,1,analyst,it,141928,hybrid,4,44,1,0,42,0.08,average,176,13,29,7.3,0
24,male,master's,married,7,analyst,it,146981,remote,2,14,2,0,14,0.45,average,159,16,49,4.4,0
37,male,bachelor's,single,0,developer,sales,85612,remote,4,38,24,0,44,0.89,poor,172,17,48,6.5,0
44,female,master's,single,8,developer,sales,57396,on-site,5,33,33,0,35,0.08,excellent,262,5,24,1.8,0
32,male,bachelor's,single,1,manager,it,133252,hybrid,4,19,35,0,9,0.57,average,209,10,41,2.0,0
33,female,master's,married,11,analyst,marketing,111553,on-site,2,31,80,0,47,0.31,poor,161,6,10,1.7,0
31,female,bachelor's,married,4,developer,sales,75871,hybrid,5,27,51,0,46,0.57,average,167,15,22,2.0,1
53,male,high school,divorced,2,analyst,it,108119,remote,1,25,18,0,37,0.1,average,259,16,27,1.2,1
37,female,master's,married,4,developer,it,146803,on-site,4,38,92,0,3,0.54,poor,232,1,40,5.0,1
29,female,master's,single,11,analyst,it,55439,on-site,3,37,61,0,43,0.51,average,251,5,6,3.9,0
59,female,high school,single,7,analyst,sales,115987,remote,4,17,51,0,15,0.06,average,279,16,40,9.0,1
33,female,bachelor's,single,7,manager,it,87399,on-site,5,45,82,0,46,0.23,average,190,13,3,7.6,0
45,male,bachelor's,married,5,manager,it,132275,remote,3,10,99,0,48,0.13,average,269,15,42,4.3,0
49,female,bachelor's,married,8,manager,hr,65452,remote,5,42,29,0,38,0.48,poor,190,12,49,4.9,1
29,male,master's,divorced,6,developer,sales,69849,on-site,5,9,10,0,45,0.28,good,168,4,45,6.0,1
49,female,high school,married,1,analyst,it,88784,on-site,3,1,8,0,44,0.52,average,246,17,43,8.1,0
57,female,bachelor's,single,0,sales,hr,76037,on-site,5,34,97,0,32,0.56,poor,255,15,1,3.9,0
47,female,high school,single,7,developer,it,64577,on-site,3,41,19,0,37,0.01,average,174,9,13,6.1,1
29,male,bachelor's,married,0,developer,hr,60106,remote,1,32,3,0,10,0.87,good,194,10,2,5.0,0
49,male,high school,divorced,7,developer,it,58799,remote,5,47,68,0,5,0.15,poor,210,14,26,1.9,0
49,male,master's,single,11,manager,hr,53502,on-site,1,13,52,0,27,0.84,good,255,18,1,8.4,0
58,male,bachelor's,single,8,developer,hr,117484,on-site,2,8,76,0,9,0.54,average,214,8,39,2.4,0
57,male,master's,married,0,sales,it,93512,on-site,4,6,67,0,31,0.23,average,272,5,15,6.2,0
48,female,high school,married,6,manager,it,128364,hybrid,1,22,9,0,9,0.78,average,268,19,6,6.3,0
38,male,bachelor's,single,4,analyst,it,45241,remote,4,6,65,0,15,0.65,average,180,4,49,2.8,0
30,female,bachelor's,married,12,manager,it,66175,on-site,3,0,54,0,6,0.65,average,243,10,35,7.9,0
54,male,bachelor's,single,13,developer,it,61359,remote,2,19,9,1,29,0.31,average,225,7,48,2.1,0
41,female,master's,divorced,7,manager,it,83918,hybrid,3,45,46,0,32,0.4,average,297,9,11,2.0,1
34,female,bachelor's,single,3,analyst,it,93226,remote,5,39,65,0,3,0.54,poor,252,15,29,2.0,0
49,female,bachelor's,single,14,developer,it,95532,on-site,4,34,79,0,4,0.37,average,224,18,49,9.1,0
50,female,high school,single,1,manager,sales,34895,remote,3,37,70,0,18,0.36,average,279,6,4,5.0,0
34,male,high school,single,6,developer,sales,128967,remote,4,46,72,0,10,0.84,poor,285,9,27,3.3,0
56,female,master's,married,12,manager,it,52842,on-site,5,46,23,0,35,0.96,good,158,17,42,2.7,0
27,male,bachelor's,married,6,manager,hr,46351,hybrid,5,7,72,0,33,0.48,average,246,4,25,8.5,1
39,male,master's,married,7,analyst,marketing,76964,remote,4,30,45,0,10,0.86,average,284,1,34,7.0,1
26,female,bachelor's,married,13,developer,hr,39819,on-site,2,18,92,0,38,0.8,average,287,19,20,3.3,1
46,male,high school,single,8,developer,sales,145914,on-site,4,4,7,0,14,0.49,average,264,7,39,1.8,0
23,female,high school,single,13,analyst,sales,146935,on-site,4,44,11,0,4,0.66,average,206,6,3,6.7,0
31,male,master's,divorced,5,manager,marketing,49136,remote,3,33,1,0,6,0.07,excellent,242,13,44,5.1,0
51,male,master's,married,2,developer,it,89253,on-site,4,43,8,0,10,0.64,average,209,17,21,8.3,0
26,male,bachelor's,single,4,developer,it,147633,on-site,2,15,70,0,30,0.24,average,256,17,25,5.1,0
54,male,high school,married,13,manager,it,60612,on-site,2,6,28,0,20,0.94,excellent,280,4,43,4.4,0
22,male,high school,married,13,developer,hr,87328,on-site,4,40,95,0,18,0.67,poor,195,13,6,9.1,0
39,male,bachelor's,single,2,developer,hr,114603,hybrid,1,20,83,0,12,0.62,good,217,9,40,7.2,0
53,male,high school,married,9,manager,it,134563,on-site,4,43,22,0,29,0.91,good,179,15,45,3.9,0
32,female,bachelor's,married,8,manager,it,113922,remote,3,24,88,0,21,0.75,poor,229,17,1,2.3,0
42,male,bachelor's,single,4,analyst,sales,125913,remote,1,46,78,0,39,0.42,average,191,14,5,6.1,0
47,female,high school,single,6,developer,it,97060,hybrid,5,44,32,0,14,0.79,average,261,8,5,9.3,0
46,male,high school,married,9,manager,sales,148398,hybrid,5,1,99,0,17,0.93,poor,296,19,29,2.7,0
43,female,master's,single,6,developer,sales,111767,on-site,1,7,93,0,34,0.94,average,271,15,48,6.3,1
48,male,bachelor's,single,6,developer,hr,48840,hybrid,4,18,15,0,17,0.25,good,154,9,10,7.0,0
34,male,master's,married,11,developer,it,120676,on-site,5,41,8,0,44,0.55,poor,204,13,28,4.3,0
54,female,bachelor's,married,9,manager,sales,105144,remote,3,36,73,0,6,0.79,good,213,0,5,1.4,1
55,male,bachelor's,single,3,sales,it,91609,remote,5,18,35,0,30,0.98,good,211,7,30,8.0,0
56,female,bachelor's,married,3,analyst,sales,136739,hybrid,3,0,54,1,2,0.09,poor,214,4,7,5.4,0
22,male,bachelor's,married,12,analyst,sales,132171,on-site,1,27,31,0,34,0.77,good,249,12,48,9.3,0
42,other,high school,single,2,sales,hr,50388,on-site,3,39,46,0,7,0.45,good,170,0,23,8.2,0
27,male,high school,married,3,developer,sales,125292,remote,2,13,13,0,28,0.84,good,285,6,15,2.0,0
49,male,master's,married,8,analyst,it,78186,on-site,2,22,34,0,37,0.75,good,155,6,49,9.2,0
38,female,bachelor's,single,4,analyst,sales,85199,remote,2,7,13,0,14,0.45,average,203,19,17,3.7,0
26,male,master's,married,13,manager,it,106712,remote,2,34,0,0,1,0.93,average,295,0,6,8.6,0
52,female,bachelor's,married,5,sales,hr,146810,remote,1,30,50,0,5,0.37,average,284,15,48,6.6,0
26,male,bachelor's,married,3,developer,it,121640,on-site,3,22,87,0,46,0.39,good,188,4,7,5.7,0
59,female,bachelor's,married,12,analyst,marketing,95905,on-site,4,45,75,0,12,0.76,average,232,12,35,8.5,1
24,male,master's,married,0,developer,marketing,90628,on-site,2,6,47,0,14,0.26,excellent,165,1,30,10.0,0
44,female,bachelor's,single,12,developer,sales,81325,remote,2,1,57,1,15,0.77,average,242,19,19,8.2,0
58,female,master's,married,6,analyst,hr,121287,on-site,5,18,40,0,22,0.8,average,222,18,8,7.4,0
58,male,high school,married,12,developer,it,107376,remote,2,27,72,0,47,0.72,excellent,228,7,3,9.2,0
31,male,master's,married,6,analyst,hr,138659,on-site,4,37,12,0,38,0.38,average,284,10,22,3.2,1
31,male,bachelor's,married,5,developer,sales,118663,on-site,4,35,56,0,38,0.47,average,155,2,38,1.8,1
40,female,high school,married,3,manager,sales,74553,remote,5,32,25,0,44,0.55,average,287,18,38,7.2,0
38,male,bachelor's,divorced,9,developer,hr,51983,on-site,1,17,14,0,21,0.13,good,298,7,25,8.6,0
42,male,bachelor's,single,12,analyst,sales,43147,on-site,1,37,79,0,17,0.37,good,221,7,23,4.5,1
35,male,high school,single,7,manager,it,110433,on-site,3,9,9,0,3,0.16,poor,296,18,34,2.8,1
30,male,bachelor's,single,11,manager,sales,76688,on-site,4,25,16,0,35,0.28,average,245,19,12,1.7,1
22,female,bachelor's,single,13,developer,hr,61483,on-site,4,14,9,0,19,0.9,poor,252,3,42,6.6,0
34,female,bachelor's,married,7,analyst,it,73582,on-site,2,31,46,0,13,0.06,average,225,3,8,3.0,1
25,female,bachelor's,single,0,developer,sales,111893,on-site,2,16,9,0,19,0.55,good,276,0,47,6.9,0
22,female,high school,single,14,analyst,sales,146309,remote,2,0,60,1,10,0.44,average,216,13,33,8.1,0
53,female,high school,single,8,developer,hr,116208,on-site,3,14,34,0,0,0.67,good,162,6,22,1.3,0
55,male,phd,married,7,analyst,hr,79506,on-site,4,25,7,0,5,0.96,average,295,15,33,8.3,0
49,male,master's,married,1,analyst,sales,38249,on-site,2,33,9,0,15,0.46,excellent,285,18,9,7.1,0
52,female,bachelor's,married,8,manager,sales,126748,hybrid,2,3,70,0,45,0.51,average,153,11,41,8.2,0
29,female,phd,single,3,analyst,marketing,103207,on-site,4,26,97,0,35,0.12,good,232,7,46,4.2,0
47,female,bachelor's,married,9,developer,it,66141,hybrid,2,39,64,0,23,0.91,good,276,4,30,9.4,0
55,male,high school,single,14,developer,hr,86664,on-site,5,6,68,0,10,0.39,average,251,11,41,8.8,0
24,male,high school,single,13,manager,sales,148043,remote,5,35,80,0,1,0.04,average,202,3,18,5.4,0
33,male,master's,married,11,developer,hr,58791,on-site,1,44,47,0,23,0.53,poor,205,13,22,6.4,0
22,female,bachelor's,married,5,manager,hr,51968,hybrid,4,28,19,0,3,0.84,good,225,18,27,6.2,0
26,female,master's,single,13,analyst,hr,48639,remote,5,47,67,0,1,0.59,good,162,11,44,9.9,0
51,female,master's,married,1,developer,it,137322,on-site,4,20,45,0,39,0.6,average,250,9,9,9.0,0
51,male,bachelor's,single,9,analyst,it,103196,on-site,3,14,97,0,8,0.02,poor,196,15,37,6.9,0
38,female,high school,single,3,developer,it,104499,on-site,4,6,35,0,48,0.97,good,167,14,33,5.0,0
44,male,high school,married,1,sales,sales,142238,on-site,1,46,0,0,39,0.41,good,248,10,0,6.9,0
36,male,high school,single,11,manager,it,35755,remote,1,41,49,0,18,0.14,good,240,10,42,2.7,1
58,female,high school,divorced,8,developer,sales,128984,on-site,3,27,59,0,38,0.14,good,202,15,20,5.5,0
42,male,bachelor's,married,14,sales,it,111008,remote,4,8,28,0,17,0.67,average,187,0,49,1.5,0
35,male,high school,married,8,manager,it,128875,on-site,4,29,19,0,8,0.43,good,237,4,31,2.7,0
23,female,high school,married,14,analyst,marketing,96877,on-site,5,31,28,0,43,0.05,good,264,7,44,6.2,0
32,female,bachelor's,married,4,manager,hr,58170,on-site,5,43,15,0,28,0.09,poor,295,11,8,7.3,0
59,male,bachelor's,married,2,developer,it,48963,on-site,1,12,79,1,16,0.43,good,249,12,10,5.7,0
55,female,bachelor's,single,2,developer,sales,61961,on-site,4,45,99,0,39,0.8,average,253,8,12,1.3,0
59,male,bachelor's,married,0,developer,sales,148918,remote,2,32,39,0,4,0.14,average,276,10,26,4.2,0
55,female,bachelor's,single,12,developer,hr,128654,remote,5,1,87,0,38,0.11,poor,214,11,36,5.7,0
39,female,master's,single,7,developer,sales,92013,on-site,4,19,16,0,26,0.47,average,217,15,17,8.7,1
51,female,high school,married,2,manager,it,144566,on-site,3,44,90,0,43,0.52,good,182,9,17,8.4,0
36,female,high school,married,11,sales,it,84902,on-site,5,21,72,0,14,0.51,good,279,5,10,2.6,0
48,male,master's,divorced,3,analyst,sales,142447,hybrid,1,34,19,0,42,0.5,excellent,192,7,38,8.5,1
55,male,bachelor's,single,1,manager,it,62441,remote,1,25,45,0,24,0.89,poor,212,0,28,5.3,0
59,male,master's,married,7,sales,marketing,32691,remote,1,2,23,0,20,0.39,average,251,13,46,8.5,1
54,male,bachelor's,married,2,developer,it,83447,on-site,1,40,41,0,39,0.03,good,292,19,21,6.7,0
45,female,master's,single,13,developer,it,69154,on-site,4,20,84,0,26,0.01,average,171,13,30,4.4,0
36,male,master's,single,11,manager,hr,43453,on-site,4,28,80,0,22,0.4,average,296,13,9,2.4,0
51,male,bachelor's,single,10,developer,sales,115240,remote,5,0,49,0,17,0.89,average,153,16,43,1.8,0
38,male,high school,married,1,developer,it,106629,hybrid,2,20,30,0,13,0.71,average,169,14,49,5.0,0
26,female,master's,single,0,developer,it,119750,on-site,1,46,13,0,12,0.57,poor,219,15,1,2.9,0
50,male,master's,single,12,sales,marketing,81032,on-site,2,4,36,0,40,0.7,average,170,19,6,3.6,1
25,female,master's,married,13,manager,sales,35923,on-site,1,42,12,0,20,0.17,good,238,16,37,9.5,0
31,male,high school,married,9,developer,it,121124,remote,5,2,92,0,25,0.3,average,235,9,43,5.6,1
38,male,master's,divorced,1,developer,hr,89481,on-site,3,25,96,0,40,0.79,good,231,15,3,2.7,0
31,male,high school,married,1,analyst,hr,89159,on-site,1,43,84,0,33,0.01,good,164,15,39,1.6,0
38,female,bachelor's,divorced,12,manager,sales,44929,remote,3,27,42,0,6,0.3,average,283,13,5,8.1,1
41,female,bachelor's,single,3,manager,hr,84292,on-site,1,35,5,0,1,0.95,good,284,8,14,6.2,1
45,female,bachelor's,single,10,developer,sales,119150,remote,2,34,78,0,13,0.61,good,272,16,27,6.2,0
26,male,bachelor's,divorced,0,analyst,marketing,91742,on-site,1,44,13,0,45,0.73,average,254,8,1,4.8,0
55,male,bachelor's,married,14,manager,hr,83572,on-site,2,20,31,1,7,0.4,good,206,18,42,2.5,0
27,female,high school,single,0,analyst,it,75838,on-site,3,22,62,0,48,0.1,excellent,215,11,18,7.1,0
23,male,bachelor's,married,5,analyst,hr,72910,remote,4,1,8,0,27,0.68,average,291,8,25,7.1,1
34,female,master's,married,4,manager,sales,130057,on-site,3,46,45,0,9,0.42,average,299,17,45,2.3,0
32,female,high school,married,0,manager,hr,110131,on-site,4,4,73,1,33,0.14,good,292,1,15,3.2,1
44,male,bachelor's,married,5,developer,sales,91059,on-site,5,2,82,0,18,0.9,poor,162,4,24,1.5,0
37,female,bachelor's,married,13,manager,sales,113115,on-site,5,8,66,0,28,0.25,average,192,1,32,6.4,1
52,male,bachelor's,married,7,developer,it,63393,on-site,5,40,31,0,15,0.35,good,150,1,27,6.1,1
32,male,bachelor's,married,12,developer,hr,87788,remote,5,21,0,0,32,0.21,average,226,1,23,7.2,0
37,male,bachelor's,married,4,developer,sales,86510,hybrid,1,19,15,1,5,0.39,excellent,273,18,27,4.0,1
29,female,high school,married,2,analyst,it,136578,hybrid,3,40,31,0,48,0.61,average,251,12,23,5.0,1
25,male,phd,married,2,developer,hr,46537,on-site,2,35,65,0,44,0.21,average,188,11,23,8.2,1
25,female,bachelor's,single,12,analyst,it,136929,on-site,1,3,99,0,11,0.36,average,162,19,30,1.0,1
46,female,bachelor's,single,10,manager,sales,50896,on-site,1,33,82,0,26,0.01,average,157,12,11,3.7,1
24,female,bachelor's,married,11,analyst,marketing,119987,remote,5,31,46,0,0,0.16,average,288,12,41,4.3,0
53,female,bachelor's,single,1,manager,it,107496,on-site,1,14,78,0,18,0.91,average,219,3,6,6.2,1
24,male,bachelor's,single,8,analyst,sales,102942,on-site,2,14,4,0,23,0.64,good,217,14,27,5.6,0
48,male,bachelor's,single,8,analyst,sales,35949,remote,3,16,13,0,25,0.5,excellent,173,0,26,2.6,0
50,male,bachelor's,single,6,analyst,sales,142741,on-site,5,41,68,0,6,0.51,poor,234,7,25,2.4,0
53,female,bachelor's,married,0,developer,sales,77070,on-site,5,29,10,0,6,0.64,good,213,12,47,7.5,0
40,other,high school,single,0,sales,it,99793,on-site,2,35,26,0,22,0.21,good,166,2,9,5.0,0
42,female,bachelor's,single,3,analyst,it,128081,on-site,1,12,38,0,37,0.03,good,164,14,32,5.4,1
26,female,master's,married,11,analyst,it,104369,on-site,2,5,6,0,7,0.41,average,162,12,25,2.1,0
39,female,high school,married,1,developer,marketing,67162,on-site,4,30,1,0,40,0.91,poor,267,14,6,3.0,0
49,male,high school,single,12,developer,hr,48759,on-site,3,19,48,0,5,0.51,poor,285,11,23,2.5,0
43,female,bachelor's,single,2,analyst,marketing,72416,remote,3,15,41,0,40,0.88,average,187,16,7,4.3,0
42,female,phd,divorced,1,developer,hr,38724,remote,2,19,22,0,42,0.13,good,286,14,36,4.1,0
27,male,master's,single,14,developer,hr,86971,remote,3,1,20,1,0,0.27,average,267,7,44,4.7,0
22,female,bachelor's,divorced,0,developer,sales,126803,on-site,3,15,86,0,0,0.64,average,216,7,3,6.4,1
26,male,master's,single,2,manager,sales,102570,on-site,1,34,0,0,24,0.02,average,189,18,8,2.6,0
33,female,bachelor's,single,6,analyst,it,54320,on-site,5,18,28,0,12,0.15,good,208,6,21,7.6,0
47,female,phd,single,9,developer,it,82731,remote,5,38,50,0,42,0.11,good,162,8,44,3.2,1
55,female,bachelor's,single,8,analyst,it,44761,on-site,5,35,34,0,24,0.52,good,192,1,10,8.0,0
35,male,bachelor's,married,9,analyst,sales,141974,on-site,2,31,34,0,36,0.88,good,227,14,14,5.4,1
47,female,bachelor's,divorced,8,analyst,sales,127423,on-site,2,46,36,0,15,0.0,poor,248,9,35,4.4,0
48,female,bachelor's,divorced,7,analyst,it,50016,on-site,5,34,46,0,47,0.06,average,265,13,18,4.9,0
30,male,bachelor's,married,5,analyst,it,78645,on-site,4,3,17,0,14,0.66,good,234,13,17,6.8,1
47,female,bachelor's,married,0,sales,hr,56747,hybrid,4,32,96,1,34,0.37,excellent,289,14,11,4.8,0
43,female,bachelor's,married,7,developer,hr,38928,remote,1,5,5,0,38,0.89,good,238,1,22,2.3,0
51,female,bachelor's,married,7,developer,hr,81178,on-site,2,31,73,0,10,0.54,good,169,2,32,7.3,1
38,male,high school,single,13,analyst,marketing,110652,on-site,5,2,27,0,48,0.06,poor,205,16,17,9.7,0
47,male,master's,single,11,analyst,sales,52700,on-site,4,20,57,0,21,0.01,good,267,10,17,2.5,0
57,female,master's,married,8,developer,it,147256,on-site,5,39,75,0,18,0.44,poor,155,8,39,3.6,0
22,male,phd,married,9,developer,it,75794,on-site,3,25,67,0,36,0.4,good,273,16,12,8.3,1
29,male,master's,married,10,developer,it,115659,remote,4,46,24,0,3,0.48,poor,298,12,29,8.0,0
56,female,bachelor's,married,11,manager,it,95215,remote,5,6,70,0,49,0.43,average,271,18,43,1.6,0
36,female,bachelor's,married,5,developer,sales,47825,on-site,2,38,37,0,24,0.6,average,153,9,42,4.5,0
43,female,high school,married,2,sales,it,114127,on-site,2,45,83,0,39,0.9,poor,196,11,22,9.1,1
35,male,high school,divorced,5,manager,hr,88486,hybrid,3,31,54,1,5,0.76,good,201,5,20,5.5,0
47,male,bachelor's,single,7,analyst,hr,80112,remote,3,36,43,1,44,0.53,poor,230,12,2,2.4,0
49,male,master's,divorced,6,developer,it,137366,hybrid,1,14,22,0,26,0.53,good,190,0,17,4.7,0
44,male,high school,married,12,developer,it,30088,on-site,5,3,58,0,1,0.98,average,224,2,28,9.9,0
35,female,master's,married,7,manager,sales,51171,on-site,4,16,71,0,46,0.94,poor,226,18,19,3.7,0
45,female,bachelor's,married,2,developer,sales,139897,on-site,4,37,80,0,10,0.16,average,187,17,48,2.0,0
23,male,master's,married,7,manager,it,73457,hybrid,4,44,28,0,37,0.64,average,235,4,5,4.2,0
47,male,high school,married,4,developer,sales,105907,on-site,1,17,47,0,9,0.31,average,196,2,9,1.2,1
35,male,bachelor's,married,6,manager,sales,78664,hybrid,5,16,98,0,20,0.2,average,262,5,9,5.5,0
28,male,phd,single,12,manager,sales,105343,on-site,3,41,53,0,17,0.94,good,159,3,36,8.0,0
24,male,bachelor's,married,3,developer,sales,81262,on-site,1,13,25,0,35,0.09,average,257,7,14,6.5,0
44,female,bachelor's,single,2,developer,sales,105559,on-site,3,0,9,0,5,0.03,poor,247,19,7,4.5,0
39,female,high school,divorced,5,sales,it,95643,on-site,1,32,74,0,44,0.47,average,251,17,47,3.4,1
59,female,high school,single,8,manager,it,138215,on-site,1,16,78,0,15,0.54,poor,182,9,48,2.1,0
56,male,bachelor's,married,3,developer,sales,115654,remote,4,31,81,0,18,0.11,good,154,17,6,4.1,0
36,female,bachelor's,divorced,11,manager,sales,121731,on-site,1,39,67,0,30,0.95,poor,251,11,49,3.7,0
46,female,bachelor's,divorced,8,manager,it,35506,remote,4,48,90,0,48,0.09,average,218,1,35,5.6,0
58,female,bachelor's,married,2,manager,hr,98991,remote,4,41,68,0,16,0.72,poor,158,0,46,2.8,1
49,male,high school,married,5,manager,it,85616,hybrid,4,30,69,0,11,0.36,average,150,17,19,5.1,0
31,female,master's,single,11,developer,sales,96541,on-site,2,37,9,0,19,0.26,poor,167,6,27,6.7,1
38,female,master's,single,4,manager,sales,76973,on-site,4,38,18,0,23,0.21,good,250,1,37,9.0,0
43,female,high school,single,8,developer,it,112226,on-site,5,26,75,0,8,0.18,average,227,4,6,3.0,0
47,male,bachelor's,married,5,developer,sales,94247,on-site,5,47,58,0,45,0.53,average,167,9,25,4.2,0
46,male,high school,single,1,manager,hr,42568,on-site,1,16,23,0,21,0.04,excellent,211,9,0,5.2,0
38,male,master's,married,3,sales,it,59480,remote,3,29,79,0,29,0.77,average,167,3,23,6.9,0
34,male,master's,single,13,analyst,sales,110388,remote,5,38,72,0,49,0.23,average,208,2,8,5.5,1
41,female,master's,married,4,sales,it,45551,remote,3,5,76,0,6,0.43,average,274,5,9,2.1,0
46,male,bachelor's,married,10,sales,hr,93109,hybrid,4,10,17,0,14,0.08,average,198,9,2,5.7,1
25,male,bachelor's,married,10,sales,hr,148347,on-site,3,5,31,0,0,0.47,good,227,15,21,8.6,0
31,male,high school,single,8,developer,sales,128093,hybrid,4,29,18,0,14,0.63,average,231,19,41,3.1,0
24,male,bachelor's,single,12,analyst,it,55494,on-site,2,17,37,0,17,0.05,poor,299,1,44,1.3,1
39,male,bachelor's,single,0,manager,sales,90013,remote,1,40,20,0,20,0.87,average,278,9,7,8.9,0
57,female,high school,single,11,developer,it,58837,on-site,3,3,55,0,46,0.3,average,170,8,18,3.2,1
43,female,master's,married,8,analyst,sales,98484,hybrid,3,31,84,1,0,0.34,good,162,14,46,8.1,0
55,male,bachelor's,single,9,developer,it,92524,on-site,3,8,56,1,10,0.17,good,202,4,20,7.1,1
29,male,master's,single,0,developer,sales,130993,remote,1,2,48,0,44,0.88,average,224,5,46,2.4,0
40,male,bachelor's,married,0,analyst,sales,81202,on-site,2,26,5,0,15,0.35,good,279,4,22,5.6,0
58,male,master's,married,3,manager,it,93464,on-site,1,2,54,1,33,0.3,average,217,12,45,4.0,0
27,female,phd,single,12,analyst,it,145334,on-site,5,45,1,0,15,0.72,average,267,11,10,9.1,1
47,female,master's,single,5,developer,it,85641,remote,1,26,5,0,10,0.32,average,263,12,36,7.0,0
55,female,master's,single,13,manager,sales,97019,on-site,5,35,80,0,8,0.46,excellent,257,17,19,6.6,1
27,female,master's,married,1,developer,hr,65249,on-site,3,12,29,0,43,1.0,excellent,261,13,22,2.5,0
58,male,bachelor's,married,0,developer,marketing,96491,on-site,2,47,54,1,3,0.49,average,265,5,21,9.7,0
54,female,high school,married,11,manager,it,79132,remote,4,7,10,0,1,0.46,poor,172,4,18,2.2,1
43,female,bachelor's,single,3,developer,it,149744,on-site,2,13,24,0,21,0.8,good,242,4,3,7.7,0
42,female,master's,married,7,developer,marketing,129008,on-site,5,25,34,0,5,0.04,poor,207,1,41,9.5,1
27,male,phd,married,5,analyst,sales,44688,hybrid,2,36,72,0,28,0.38,average,203,16,2,5.0,1
27,female,bachelor's,married,11,sales,sales,44397,hybrid,3,28,88,0,11,0.7,average,152,18,48,3.5,0
25,female,bachelor's,married,4,manager,marketing,139812,on-site,1,2,7,0,4,0.91,poor,163,11,12,6.6,0
51,female,bachelor's,single,0,analyst,marketing,127254,on-site,5,23,66,0,17,0.65,average,252,3,26,6.6,0
32,male,phd,single,2,developer,it,120619,on-site,5,14,89,0,32,0.53,average,216,19,6,6.9,0
51,female,high school,married,13,analyst,it,64868,remote,5,36,85,0,1,0.46,average,165,17,26,6.7,1
52,female,bachelor's,single,6,analyst,it,117560,on-site,3,13,23,0,22,0.48,good,253,17,6,1.4,1
45,female,bachelor's,single,14,developer,sales,109488,on-site,2,39,20,0,43,0.47,average,217,5,14,2.2,0
30,female,high school,married,13,developer,it,116414,on-site,5,30,15,0,41,0.94,average,285,9,1,5.4,0
24,female,high school,married,9,manager,hr,109704,remote,4,10,45,0,32,0.81,poor,152,3,46,5.4,0
52,male,bachelor's,married,2,analyst,sales,84379,hybrid,5,25,35,0,4,0.32,average,264,8,12,4.6,1
58,female,master's,single,4,analyst,sales,141395,remote,2,0,9,0,30,0.06,average,254,1,43,7.9,1
57,male,high school,single,14,developer,it,89785,remote,2,24,65,0,41,0.68,average,251,14,20,2.0,0
45,female,bachelor's,single,5,developer,hr,58022,remote,4,20,96,0,47,0.73,good,173,18,47,5.6,0
52,male,master's,married,8,developer,it,133985,on-site,1,33,90,0,13,0.77,average,270,5,38,3.2,0
27,female,phd,single,10,developer,hr,78542,remote,5,2,16,0,4,0.23,good,215,13,27,5.9,0
23,female,phd,married,2,analyst,it,126754,on-site,2,48,74,0,21,0.64,average,203,15,7,5.8,0
